"name"	"taxRank"	"taxID"	"Max"	"C001_FD2.cladeReads"	"C001_FD3.cladeReads"	"C001_L.3.cladeReads"	"C001_L.44.cladeReads"	"C001_L.92.cladeReads"	"C001_R.1.cladeReads"	"C001_R.45.cladeReads"	"C001_R.82.cladeReads"	"C002_FD2.cladeReads"	"C002_FD3.cladeReads"	"C002_L.3.cladeReads"	"C002_L.44.cladeReads"	"C002_L.92.cladeReads"	"C002_R.1.cladeReads"	"C002_R.45.cladeReads"	"C002_R.82.cladeReads"	"C003_FD2.cladeReads"	"C003_FD3.cladeReads"	"C003_L.3.cladeReads"	"C003_L.44.cladeReads"	"C003_L.92.cladeReads"	"C003_R.45.cladeReads"	"C003_R.82.cladeReads"	"C004_FD2.cladeReads"	"C004_FD3.cladeReads"	"C004_L.3.cladeReads"	"C004_L.44.cladeReads"	"C004_L.92.cladeReads"	"C004_R.1.cladeReads"	"C004_R.45.cladeReads"	"C004_R.82.cladeReads"	"lineage"
"Marisediminicola><wbr>Marisediminicola antarctica"	"S"	674079	67	3	NA	NA	13	NA	NA	8	NA	67	NA	NA	3	NA	11	NA	NA	15	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	7	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Marisediminicola"
"Frondihabitans"	"G"	447237	449	3	9	8	NA	13	24	2	17	1	54	98	19	61	NA	NA	11	16	8	84	NA	NA	3	4	100	115	449	49	108	NA	299	8	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"unclassified Frondihabitans"	"-"	2626248	310	2	9	8	NA	13	10	1	17	1	54	98	19	52	NA	NA	11	NA	6	29	NA	NA	NA	4	100	97	310	49	107	NA	227	8	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Frondihabitans"
"Salinibacterium"	"G"	235888	155	2	10	41	43	15	NA	2	12	33	85	155	12	16	42	1	11	6	NA	114	NA	NA	8	20	4	17	NA	86	116	1	48	10	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"Salinibacterium hongtaonis"	"S"	2079791	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Salinibacterium"
"Subtercola"	"G"	120212	56	2	NA	NA	NA	NA	22	11	NA	54	NA	NA	8	NA	NA	NA	4	NA	1	NA	56	NA	NA	37	NA	NA	51	20	1	NA	53	22	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"Subtercola endophyticus"	"S"	2895559	44	2	NA	NA	NA	NA	NA	5	NA	44	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	17	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Subtercola"
"Cryobacterium"	"G"	69578	3249	2	9	2	47	NA	NA	3	70	453	92	158	11	1	3	NA	35	21	4	3249	31	23	7	29	104	25	NA	62	NA	NA	14	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"Cryobacterium soli"	"S"	2220095	100	2	NA	NA	NA	NA	NA	NA	NA	100	NA	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Cryobacterium"
"Herbiconiux><wbr>unclassified Herbiconiux><wbr>Herbiconiux sp. SALV-R1"	"S"	2735133	131	1	10	25	NA	NA	NA	32	NA	75	127	26	NA	NA	NA	8	5	NA	5	NA	131	13	3	1	97	NA	20	7	NA	NA	3	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Herbiconiux>unclassified&nbsp;Herbiconiux"
"Sanguibacteraceae><wbr>Sanguibacter"	"G"	60919	295	197	106	130	87	116	27	69	47	131	141	94	110	10	109	NA	31	10	6	38	55	24	11	15	295	97	54	99	143	28	138	27	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Sanguibacteraceae"
"unclassified Sanguibacter><wbr>Sanguibacter sp. HDW7"	"S"	2714931	197	197	87	94	62	84	27	68	30	4	6	57	81	10	69	NA	16	8	2	8	55	7	10	12	121	65	46	50	67	22	96	14	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Sanguibacteraceae>Sanguibacter>unclassified&nbsp;Sanguibacter"
"Intrasporangiaceae"	"F"	85021	1026300	186	448	1413	540	277	332	263	826	1167	2655	1026331	1559	1553	503	783	3822	330	34	1317	653	335	222	790	3033	537	1127	1199	1385	1312	535	2115	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales"
"Janibacter"	"G"	53457	362050	120	295	1090	366	201	196	95	415	595	2024	362047	1177	1225	406	413	902	212	26	888	242	225	78	235	2144	229	513	733	712	310	164	455	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae"
"unclassified Janibacter"	"-"	2649294	841	37	148	230	54	44	74	27	77	207	187	841	180	32	19	64	18	58	7	213	49	NA	7	31	504	97	169	110	162	80	26	34	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae>Janibacter"
"Janibacter sp. CX7"	"S"	2963431	324	34	74	109	52	9	74	21	48	2	1	324	50	21	NA	64	3	36	1	211	48	NA	6	14	103	71	140	56	37	65	23	31	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae>Janibacter>unclassified&nbsp;Janibacter"
"Janibacter sp. YB324"	"S"	2761047	399	2	NA	50	NA	21	NA	NA	29	80	186	174	55	11	NA	NA	NA	10	1	2	NA	NA	1	17	399	12	2	25	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae>Janibacter>unclassified&nbsp;Janibacter"
"Janibacter sp. A1S7"	"S"	3115209	134	1	40	37	NA	14	NA	6	NA	NA	NA	134	43	NA	5	NA	15	12	3	NA	1	NA	NA	NA	NA	NA	NA	26	NA	NA	3	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae>Janibacter>unclassified&nbsp;Janibacter"
"Janibacter melonis"	"S"	262209	195010	11	NA	245	95	36	24	14	99	114	415	195012	68	58	14	97	501	36	2	91	52	14	24	81	524	10	185	129	111	69	33	243	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae>Janibacter"
"Janibacter indicus"	"S"	857417	535	10	42	87	24	63	10	5	42	101	535	395	117	144	2	48	37	47	2	93	49	143	7	16	159	33	14	149	146	18	11	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae>Janibacter"
"Janibacter limosus"	"S"	53458	542	2	68	47	98	19	5	NA	26	59	161	542	128	112	6	23	52	NA	3	117	NA	NA	2	2	235	11	65	132	24	30	12	37	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae>Janibacter"
"Intrasporangium><wbr>Intrasporangium calvum"	"S"	53358	179	10	NA	8	20	3	11	11	15	15	2	179	NA	NA	NA	NA	31	26	NA	NA	15	NA	3	5	83	19	NA	NA	NA	7	6	26	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae>Intrasporangium"
"Phycicoccus"	"G"	367298	274710	9	18	96	26	NA	18	28	28	143	188	274711	75	30	28	57	219	9	4	15	79	39	17	76	96	54	243	100	96	656	25	100	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae"
"Phycicoccus endophyticus"	"S"	1690220	144930	9	1	65	7	NA	17	14	NA	43	37	144928	52	30	22	NA	46	NA	2	NA	79	11	9	15	NA	NA	32	47	96	25	8	30	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae>Phycicoccus"
"Pedococcus><wbr>Pedococcus dokdonensis"	"S"	443156	58447	5	NA	1	12	19	NA	7	10	97	NA	58447	25	NA	11	NA	64	28	NA	154	NA	12	21	35	NA	44	19	97	65	7	30	14	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae>Pedococcus"
"Arsenicicoccus><wbr>unclassified Arsenicicoccus><wbr>Arsenicicoccus sp. oral taxon 190"	"S"	1658671	1936	4	34	7	4	NA	NA	8	136	NA	104	41	NA	23	2	34	1936	NA	NA	83	NA	NA	12	251	210	36	16	44	NA	29	2	1037	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae>Arsenicicoccus>unclassified&nbsp;Arsenicicoccus"
"Kytococcaceae><wbr>Kytococcus><wbr>Kytococcus sedentarius"	"S"	1276	4370	152	606	765	305	445	305	86	84	1226	1142	4370	1088	861	323	393	122	411	86	2686	1123	624	86	64	2059	497	738	741	1005	274	110	47	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Kytococcaceae>Kytococcus"
"Dermacoccaceae"	"F"	145357	6608	141	420	265	418	249	391	162	1083	1025	1511	5354	611	1338	336	1142	792	479	46	1757	825	214	278	586	4666	354	2467	3645	2440	6608	2498	456	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales"
"Dermacoccus"	"G"	57495	6329	113	330	198	391	236	367	134	1007	793	1420	1136	512	1332	305	1050	623	353	30	1626	652	202	240	516	4657	258	2307	3481	2352	6329	2402	367	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermacoccaceae"
"Dermacoccus nishinomiyaensis"	"S"	1274	5085	79	274	152	332	200	289	94	617	701	1417	914	342	1084	295	771	410	188	27	1226	509	153	209	417	3972	195	1777	2738	2057	5085	1911	266	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermacoccaceae>Dermacoccus"
"unclassified Dermacoccus><wbr>Dermacoccus sp. PAMC28757"	"S"	2762331	232	19	1	33	33	18	14	6	208	53	NA	114	57	10	2	60	135	131	2	232	NA	23	9	50	NA	13	110	17	NA	46	46	46	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermacoccaceae>Dermacoccus>unclassified&nbsp;Dermacoccus"
"Yimella><wbr>unclassified Yimella><wbr>Yimella sp. cx-51"	"S"	2770551	166	25	20	18	23	13	22	1	12	15	NA	166	18	1	1	25	44	32	8	NA	3	9	17	23	NA	44	75	43	13	40	2	18	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermacoccaceae>Yimella>unclassified&nbsp;Yimella"
"Allobranchiibius><wbr>unclassified Allobranchiibius><wbr>Allobranchiibius sp. GilTou73"	"S"	2904523	105	1	1	8	4	NA	2	9	18	2	1	105	28	1	NA	NA	4	2	1	NA	NA	NA	7	23	2	12	1	29	5	1	18	8	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermacoccaceae>Allobranchiibius>unclassified&nbsp;Allobranchiibius"
"Brevibacteriaceae><wbr>Brevibacterium"	"G"	1696	6965	98	421	2714	365	429	513	159	395	887	2765	2381	5044	703	186	520	447	350	163	6965	1189	575	120	243	3873	598	4028	2574	1710	1463	428	3865	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae"
"unclassified Brevibacterium"	"-"	2614124	2297	29	67	355	124	61	143	25	138	163	436	509	2297	196	57	115	82	57	19	687	193	108	10	73	642	201	1759	1067	630	616	57	141	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium"
"Brevibacterium sp. 'Marine'"	"S"	2725563	50	7	NA	26	NA	NA	NA	NA	4	NA	NA	50	14	NA	NA	NA	19	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	32	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium>unclassified&nbsp;Brevibacterium"
"Brevibacterium sp. BDJS002"	"S"	3020906	26	6	NA	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium>unclassified&nbsp;Brevibacterium"
"Brevibacterium sp. W7.2"	"S"	2823518	90	4	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	1	75	NA	20	NA	7	NA	NA	NA	83	19	NA	1	90	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium>unclassified&nbsp;Brevibacterium"
"Brevibacterium sp. CS2"	"S"	2575923	985	3	7	210	85	29	55	11	70	114	416	318	985	144	37	49	46	33	12	194	192	69	6	51	420	88	635	536	503	148	32	19	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium>unclassified&nbsp;Brevibacterium"
"Brevibacterium sp. JSBI002"	"S"	2886045	220	2	46	27	10	15	55	11	28	49	19	63	15	31	14	15	4	24	NA	NA	NA	2	NA	2	220	79	30	20	78	NA	12	11	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium>unclassified&nbsp;Brevibacterium"
"Brevibacterium sp. SMBL_HHYL_HB1"	"S"	2777556	418	1	1	10	NA	NA	NA	NA	12	NA	NA	2	NA	NA	6	15	3	NA	NA	418	1	NA	NA	NA	NA	NA	NA	30	1	25	NA	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium>unclassified&nbsp;Brevibacterium"
"Brevibacterium luteolum"	"S"	199591	836	17	31	447	17	25	120	25	22	144	767	836	118	80	13	91	11	90	11	445	365	89	7	19	836	109	627	51	62	67	112	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium"
"Brevibacterium aurantiacum"	"S"	273384	111	12	NA	NA	45	42	NA	3	NA	12	80	111	14	NA	3	NA	1	NA	NA	NA	NA	24	4	NA	NA	NA	64	NA	NA	26	1	9	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium"
"Brevibacterium sandarakinum"	"S"	629680	122	1	NA	NA	4	NA	10	1	16	NA	NA	122	1	NA	2	2	NA	7	NA	53	52	NA	NA	NA	88	15	NA	NA	1	NA	8	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium"
"Tropherymataceae><wbr>Tropheryma><wbr>Tropheryma whipplei"	"S"	2039	97	69	56	30	81	52	49	16	55	57	13	23	14	37	8	18	32	97	77	2	83	63	41	47	97	26	13	50	4	23	38	60	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Tropherymataceae>Tropheryma"
"Dermatophilaceae"	"F"	85018	557	52	125	143	34	36	169	97	533	70	22	238	247	28	17	25	557	88	1	71	3	1	22	78	17	89	401	127	58	28	56	424	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales"
"Gephyromycinifex><wbr>Gephyromycinifex aptenodytis"	"S"	2716227	250	49	102	76	33	26	154	93	82	70	21	31	41	NA	10	10	250	88	1	70	NA	1	22	37	8	84	154	48	4	10	42	193	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermatophilaceae>Gephyromycinifex"
"Dermatophilus><wbr>Dermatophilus congolensis"	"S"	1863	437	3	18	35	NA	10	15	3	437	NA	1	72	181	23	NA	15	137	NA	NA	NA	3	NA	NA	24	NA	2	219	75	50	18	10	127	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermatophilaceae>Dermatophilus"
"Ruaniaceae"	"F"	1331736	5967	40	40	81	46	153	137	63	37	31	5967	181	4196	28	42	94	250	75	58	54	58	54	25	67	400	114	134	162	204	23	34	70	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales"
"Ruania"	"G"	626119	5764	39	40	80	46	134	137	63	31	27	5764	75	4189	27	32	94	248	75	58	52	57	54	25	67	66	114	111	155	204	3	29	70	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ruaniaceae"
"Ruania halotolerans"	"S"	2897773	78	22	3	26	21	78	71	26	14	NA	NA	NA	1	NA	NA	NA	1	27	21	52	4	20	17	21	NA	4	2	1	1	2	13	43	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ruaniaceae>Ruania"
"Ruania suaedae"	"S"	2897774	59	10	NA	23	23	46	14	NA	13	NA	59	1	NA	18	NA	NA	22	44	32	NA	NA	34	8	20	NA	1	NA	NA	17	NA	2	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ruaniaceae>Ruania"
"Ruania alkalisoli"	"S"	2779775	109	2	14	3	2	NA	1	1	3	1	109	NA	29	NA	NA	NA	NA	NA	3	NA	23	NA	NA	4	NA	NA	19	1	3	1	4	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ruaniaceae>Ruania"
"Occultella><wbr>Occultella kanbiaonis"	"S"	2675754	334	1	NA	1	NA	19	NA	NA	6	4	166	105	7	1	10	NA	2	NA	NA	2	1	NA	NA	NA	334	NA	23	7	NA	20	5	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ruaniaceae>Occultella"
"Cellulomonadaceae"	"F"	85016	8832	39	160	383	411	157	257	81	287	912	520	2122	299	329	8832	104	610	152	155	2883	615	328	69	236	1241	256	800	704	675	165	125	576	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales"
"Cellulomonas"	"G"	1707	8601	37	93	302	315	137	217	66	218	742	515	1679	216	164	8601	88	378	118	141	2553	580	285	58	173	979	219	759	564	639	126	108	487	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Cellulomonadaceae"
"unclassified Cellulomonas"	"-"	2620175	5419	25	77	92	219	70	142	18	167	501	70	788	135	109	5419	56	190	62	26	1829	102	179	22	44	552	64	437	189	201	37	15	232	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Cellulomonadaceae>Cellulomonas"
"Cellulomonas sp. Y8"	"S"	2591145	1277	4	22	9	NA	14	10	NA	14	92	NA	428	17	86	16	NA	10	NA	4	1277	NA	25	NA	2	NA	1	255	NA	19	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Cellulomonadaceae>Cellulomonas>unclassified&nbsp;Cellulomonas"
"Cellulomonas sp. H30R-01"	"S"	2704467	2791	3	3	4	1	42	18	2	8	118	NA	106	NA	NA	2791	1	8	24	NA	2	1	27	2	1	NA	NA	NA	1	1	11	NA	13	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Cellulomonadaceae>Cellulomonas>unclassified&nbsp;Cellulomonas"
"Cellulomonas sp. ATA003"	"S"	3073064	314	3	NA	24	149	NA	74	NA	59	NA	70	23	58	13	11	22	116	NA	NA	314	30	26	8	18	NA	NA	11	51	67	NA	3	153	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Cellulomonadaceae>Cellulomonas>unclassified&nbsp;Cellulomonas"
"Cellulomonas flavigena><wbr>Cellulomonas flavigena DSM 20109"	"-"	446466	20	2	3	19	14	2	7	3	3	1	NA	NA	2	NA	1	NA	NA	4	1	NA	NA	NA	1	4	1	2	14	20	1	10	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Cellulomonadaceae>Cellulomonas>Cellulomonas&nbsp;flavigena"
"Cellulomonas taurus"	"S"	2729175	158	1	NA	3	NA	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	9	NA	NA	158	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	9	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Cellulomonadaceae>Cellulomonas"
"Cellulomonas wangsupingiae"	"S"	2968085	25	1	NA	NA	NA	NA	NA	NA	1	NA	NA	25	NA	NA	NA	NA	5	NA	NA	NA	1	NA	1	14	NA	NA	NA	NA	NA	17	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Cellulomonadaceae>Cellulomonas"
"Pseudactinotalea><wbr>unclassified Pseudactinotalea><wbr>Pseudactinotalea sp. HY158"	"S"	2654547	29	2	1	18	18	18	NA	10	1	NA	2	29	16	NA	1	11	NA	NA	NA	1	1	NA	1	23	NA	1	17	NA	NA	5	7	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Cellulomonadaceae>Pseudactinotalea>unclassified&nbsp;Pseudactinotalea"
"Ornithinimicrobiaceae"	"F"	2805590	11797	32	199	751	124	288	134	45	208	493	1237	11797	357	328	143	172	489	146	18	701	225	339	41	167	1981	233	367	377	854	124	153	358	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales"
"Ornithinimicrobium"	"G"	125287	2249	19	101	287	85	111	58	37	115	217	810	2249	229	202	95	134	289	95	14	458	79	195	32	108	1145	155	157	111	350	60	51	208	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ornithinimicrobiaceae"
"unclassified Ornithinimicrobium><wbr>Ornithinimicrobium sp. INDO-MA30-4"	"S"	2908651	105	7	NA	11	15	9	8	10	2	23	NA	21	50	NA	NA	16	105	19	1	12	NA	NA	5	14	NA	9	NA	8	2	8	2	83	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ornithinimicrobiaceae>Ornithinimicrobium>unclassified&nbsp;Ornithinimicrobium"
"Ornithinimicrobium flavum"	"S"	1288636	234	3	42	126	NA	12	16	NA	69	29	234	14	62	59	32	40	31	11	6	105	NA	37	6	14	86	NA	138	6	121	26	8	25	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ornithinimicrobiaceae>Ornithinimicrobium"
"Ornithinimicrobium avium"	"S"	2283195	140	1	NA	25	13	21	NA	6	NA	61	140	41	39	26	NA	29	30	8	1	48	36	44	1	9	20	44	NA	26	59	7	10	28	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ornithinimicrobiaceae>Ornithinimicrobium"
"Serinicoccus"	"G"	265976	739	6	58	354	5	121	65	3	26	113	207	253	60	91	26	17	95	49	2	48	NA	124	2	36	739	37	132	192	384	62	68	110	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ornithinimicrobiaceae"
"Serinicoccus profundi"	"S"	1078471	731	5	38	214	NA	69	NA	NA	24	NA	NA	113	2	33	16	17	80	26	NA	42	NA	64	NA	19	731	NA	44	127	195	28	53	94	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ornithinimicrobiaceae>Serinicoccus"
"Serinicoccus chungangensis"	"S"	767452	83	1	1	37	4	15	45	NA	2	NA	83	19	19	13	3	NA	NA	19	NA	NA	NA	32	1	1	NA	37	23	27	NA	25	5	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ornithinimicrobiaceae>Serinicoccus"
"Demequinaceae><wbr>Demequina"	"G"	577469	237	15	8	22	131	25	13	15	20	10	74	98	43	3	NA	1	5	25	1	237	69	14	6	16	3	16	42	34	203	31	28	28	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Demequinaceae"
"unclassified Demequina"	"-"	2620311	179	11	8	12	42	18	13	15	20	10	74	55	38	3	NA	1	5	20	NA	179	11	12	5	14	3	1	22	11	3	6	19	13	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Demequinaceae>Demequina"
"Demequina sp. TMPB413"	"S"	2881056	52	11	4	8	26	8	13	15	19	1	5	52	14	3	NA	1	4	2	NA	NA	11	4	5	9	2	1	4	7	3	6	7	10	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Demequinaceae>Demequina>unclassified&nbsp;Demequina"
