"","species","genus","family","order","class","phylum","superkingdom","no rank"
"2462","Acinetobacter schindleri","Acinetobacter","Moraxellaceae","Moraxellales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2463","Leptotrichia trevisanii","Leptotrichia","Leptotrichiaceae","Fusobacteriales","Fusobacteriia","Fusobacteriota","Bacteria","cellular organisms"
"2464","Bisgaardia hudsonensis","Bisgaardia","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2465","Lactobacillus jensenii","Lactobacillus","Lactobacillaceae","Lactobacillales","Bacilli","Bacillota","Bacteria","cellular organisms"
"2466","Thermococcus aggregans","Thermococcus","Thermococcaceae","Thermococcales","Thermococci","Euryarchaeota","Archaea","cellular organisms"
"2467","Thermococcus guaymasensis","Thermococcus","Thermococcaceae","Thermococcales","Thermococci","Euryarchaeota","Archaea","cellular organisms"
"2468","Sinorhizobium medicae","Sinorhizobium","Sinorhizobium/Ensifer group","Rhizobiaceae","Hyphomicrobiales","Alphaproteobacteria","Pseudomonadota","Bacteria"
"2469","Sinorhizobium terangae","Sinorhizobium","Sinorhizobium/Ensifer group","Rhizobiaceae","Hyphomicrobiales","Alphaproteobacteria","Pseudomonadota","Bacteria"
"2470","Mycobacterium heckeshornense","Mycobacterium","Mycobacteriaceae","Mycobacteriales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"2471","Mycolicibacterium vanbaalenii","Mycolicibacterium","Mycobacteriaceae","Mycobacteriales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"2472","Synechococcus sp. CC9605","unclassified Synechococcus","Synechococcus","Synechococcaceae","Synechococcales","Cyanophyceae","Cyanobacteriota","Bacteria"
"2473","Rathayibacter festucae","Rathayibacter","Microbacteriaceae","Micrococcales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"2474","Actinomyces radicidentis","Actinomyces","Actinomycetaceae","Actinomycetales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"2475","Zucchini green mottle mosaic virus","Tobamovirus","Virgaviridae","Martellivirales","Alsuviricetes","Kitrinoviricota","Viruses","0"
"2476","Diuris virus Y","Potyvirus","Potyviridae","Patatavirales","Stelpaviricetes","Pisuviricota","Viruses","0"
"2477","Diaporthe ambigua RNA virus 1","0","0","0","0","0","unclassified ssRNA viruses","Viruses"
"2478","Bartonella birtlesii","Bartonella","Bartonellaceae","Hyphomicrobiales","Alphaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2479","Thiothrix unzii","Thiothrix","Thiotrichaceae","Thiotrichales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2480","Thiothrix fructosivorans","Thiothrix","Thiotrichaceae","Thiotrichales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2481","Defluviicoccus vanus","Defluviicoccus","Rhodospirillaceae","Rhodospirillales","Alphaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2482","Mannheimia pernigra","Mannheimia","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2483","Sulfurisphaera tokodaii","Sulfurisphaera","Sulfolobaceae","Sulfolobales","Thermoprotei","Thermoproteota","Archaea","cellular organisms"
"2484","Kyuri green mottle mosaic virus","Tobamovirus","Virgaviridae","Martellivirales","Alsuviricetes","Kitrinoviricota","Viruses","0"
"2485","Ignatzschineria larvae","Ignatzschineria","Ignatzschineriaceae","Cardiobacteriales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2486","Moineauvirus mv7201","Moineauvirus","Aliceevansviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"2487","Cactus virus X","Potexvirus","Alphaflexiviridae","Tymovirales","Alsuviricetes","Kitrinoviricota","Viruses","0"
"2488","Hydrangea ringspot virus","Potexvirus","Alphaflexiviridae","Tymovirales","Alsuviricetes","Kitrinoviricota","Viruses","0"
"2489","Pepino mosaic virus","Potexvirus","Alphaflexiviridae","Tymovirales","Alsuviricetes","Kitrinoviricota","Viruses","0"
"2490","Chryseobacterium joostei","Chryseobacterium","Chryseobacterium group","Weeksellaceae","Flavobacteriales","Flavobacteriia","Bacteroidota","Bacteria"
"2491","Celery mosaic virus","Potyvirus","Potyviridae","Patatavirales","Stelpaviricetes","Pisuviricota","Viruses","0"
"2492","Oat necrotic mottle virus","Tritimovirus","Potyviridae","Patatavirales","Stelpaviricetes","Pisuviricota","Viruses","0"
"2493","Streptococcus australis","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Bacillota","Bacteria","cellular organisms"
"2494","Bathymodiolus septemdierum thioautotrophic gill symbiont","0","0","0","Gammaproteobacteria incertae sedis","Gammaproteobacteria","Pseudomonadota","Bacteria"
"2495","Poinsettia mosaic virus","0","Tymoviridae","Tymovirales","Alsuviricetes","Kitrinoviricota","Viruses","0"
"2496","Actinoplanes derwentensis","Actinoplanes","Micromonosporaceae","Micromonosporales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"2497","Geoglobus ahangari","Geoglobus","Archaeoglobaceae","Archaeoglobales","Archaeoglobi","Euryarchaeota","Archaea","cellular organisms"
"2498","uncultured Vibrio sp.","environmental samples","Vibrio","Vibrionaceae","Vibrionales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"2499","Pediococcus inopinatus","Pediococcus","Lactobacillaceae","Lactobacillales","Bacilli","Bacillota","Bacteria","cellular organisms"
"2500","Candidatus Carsonella ruddii","Candidatus Carsonella","Zymobacter group","Halomonadaceae","Oceanospirillales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"2501","Lactococcus phage ul36","0","0","0","unclassified Caudoviricetes","Caudoviricetes","Uroviricota","Viruses"
"2502","Ovine mastadenovirus A","Mastadenovirus","Adenoviridae","Rowavirales","Tectiliviricetes","Preplasmiviricota","Viruses","0"
"2503","Mogibacterium diversum","Mogibacterium","Anaerovoracaceae","Peptostreptococcales","Clostridia","Bacillota","Bacteria","cellular organisms"
"2504","Mogibacterium neglectum","Mogibacterium","Anaerovoracaceae","Peptostreptococcales","Clostridia","Bacillota","Bacteria","cellular organisms"
"2505","Bradyrhizobium sp. ORS 278","unclassified Bradyrhizobium","Bradyrhizobium","Nitrobacteraceae","Hyphomicrobiales","Alphaproteobacteria","Pseudomonadota","Bacteria"
"2506","Methylobacterium nodulans","Methylobacterium","Methylobacteriaceae","Hyphomicrobiales","Alphaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2507","Streptomyces auratus","Streptomyces","Streptomycetaceae","Kitasatosporales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"2508","uncultured Pseudomonas sp.","environmental samples","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"2509","Mycoplasmopsis columbinasalis","Mycoplasmopsis","Metamycoplasmataceae","Mycoplasmoidales","0","Mycoplasmatota","Bacteria","cellular organisms"
"2510","Mycoplasmopsis columbina","Mycoplasmopsis","Metamycoplasmataceae","Mycoplasmoidales","0","Mycoplasmatota","Bacteria","cellular organisms"
"2511","Mycoplasmopsis equigenitalium","Mycoplasmopsis","Metamycoplasmataceae","Mycoplasmoidales","0","Mycoplasmatota","Bacteria","cellular organisms"
"2512","Mycoplasmopsis maculosa","Mycoplasmopsis","Metamycoplasmataceae","Mycoplasmoidales","0","Mycoplasmatota","Bacteria","cellular organisms"
"2513","Zea mosaic virus","Potyvirus","Potyviridae","Patatavirales","Stelpaviricetes","Pisuviricota","Viruses","0"
"2514","Vreelandella neptunia","Vreelandella","Halomonadaceae","Oceanospirillales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2515","Halomonas hydrothermalis","Halomonas","Halomonadaceae","Oceanospirillales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2516","Pseudomonas sp. S-47","unclassified Pseudomonas","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"2517","Bradyrhizobium sp. ORS 285","unclassified Bradyrhizobium","Bradyrhizobium","Nitrobacteraceae","Hyphomicrobiales","Alphaproteobacteria","Pseudomonadota","Bacteria"
"2518","Biquartavirus 44RR2","Biquartavirus","Straboviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"2519","Pseudotevenvirus RB43","Pseudotevenvirus","Straboviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"2520","Pelargonium zonate spot virus","Anulavirus","Bromoviridae","Martellivirales","Alsuviricetes","Kitrinoviricota","Viruses","0"
"2521","Coprococcus catus","Coprococcus","Lachnospiraceae","Lachnospirales","Clostridia","Bacillota","Bacteria","cellular organisms"
"2522","Caloranaerobacter azorensis","Caloranaerobacter","Thermohalobacteraceae","Tissierellales","Tissierellia","Bacillota","Bacteria","cellular organisms"
"2523","Pseudoalteromonas sp. A25","unclassified Pseudoalteromonas","Pseudoalteromonas","Pseudoalteromonadaceae","Alteromonadales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"2524","Streptomyces coeruleorubidus","Streptomyces","Streptomycetaceae","Kitasatosporales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"2525","Paenibacillus azoreducens","Paenibacillus","Paenibacillaceae","Bacillales","Bacilli","Bacillota","Bacteria","cellular organisms"
"2526","Bracoviriform indiense","Bracoviriform","Polydnaviriformidae","0","0","0","Viruses","0"
"2527","Actinopolymorpha singaporensis","Actinopolymorpha","Actinopolymorphaceae","Propionibacteriales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"2528","Rhynchosia golden mosaic virus","Begomovirus","Geminiviridae","Geplafuvirales","Repensiviricetes","Cressdnaviricota","Viruses","0"
"2529","Sphingopyxis alaskensis","Sphingopyxis","Sphingomonadaceae","Sphingomonadales","Alphaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2530","Mycolicibacterium frederiksbergense","Mycolicibacterium","Mycobacteriaceae","Mycobacteriales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"2531","Denitrovibrio acetiphilus","Denitrovibrio","Geovibrionaceae","Deferribacterales","Deferribacteres","Deferribacterota","Bacteria","cellular organisms"
"2532","Nelson Bay orthoreovirus","Orthoreovirus","Spinareoviridae","Reovirales","Resentoviricetes","Duplornaviricota","Viruses","0"
"2533","Enterococcus rotai","Enterococcus","Enterococcaceae","Lactobacillales","Bacilli","Bacillota","Bacteria","cellular organisms"
"2534","Methanobacterium congolense","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Euryarchaeota","Archaea","cellular organisms"
"2535","Methanoculleus chikugoensis","Methanoculleus","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Euryarchaeota","Archaea","cellular organisms"
"2536","Teschovirus A","Teschovirus","Picornaviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"2537","Oscillatoria acuminata","Oscillatoria","Oscillatoriaceae","Oscillatoriales","Cyanophyceae","Cyanobacteriota","Bacteria","cellular organisms"
"2538","Pseudomonas sp. B10","unclassified Pseudomonas","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"2539","Aerococcus sanguinicola","Aerococcus","Aerococcaceae","Lactobacillales","Bacilli","Bacillota","Bacteria","cellular organisms"
"2540","Cupriavidus metallidurans","Cupriavidus","Burkholderiaceae","Burkholderiales","Betaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2541","Pseudothermotoga thermarum","Pseudothermotoga","Thermotogaceae","Thermotogales","Thermotogae","Thermotogota","Bacteria","cellular organisms"
"2542","Syntrophobacter fumaroxidans","Syntrophobacter","Syntrophobacteraceae","Syntrophobacterales","Syntrophobacteria","Thermodesulfobacteriota","Bacteria","cellular organisms"
"2543","Roseinatronobacter bogoriensis","Roseinatronobacter","Paracoccaceae","Rhodobacterales","Alphaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2544","Marinomonas mediterranea","Marinomonas","Oceanospirillaceae","Oceanospirillales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2545","Ryegrass mottle virus","Sobemovirus","Solemoviridae","Sobelivirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"2546","Propionibacterium australiense","Propionibacterium","Propionibacteriaceae","Propionibacteriales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"2547","Sphingobium cloacae","Sphingobium","Sphingomonadaceae","Sphingomonadales","Alphaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2548","Bhendi yellow vein mosaic virus","Begomovirus","Geminiviridae","Geplafuvirales","Repensiviricetes","Cressdnaviricota","Viruses","0"
"2549","Brucella pinnipedialis","Brucella","Brucella/Ochrobactrum group","Brucellaceae","Hyphomicrobiales","Alphaproteobacteria","Pseudomonadota","Bacteria"
"2550","Brucella ceti","Brucella","Brucella/Ochrobactrum group","Brucellaceae","Hyphomicrobiales","Alphaproteobacteria","Pseudomonadota","Bacteria"
"2551","Treponema sp. OMZ 803","unclassified Treponema","Treponema","Treponemataceae","Spirochaetales","Spirochaetia","Spirochaetota","Bacteria"
"2552","Roseiflexus castenholzii","Roseiflexus","Roseiflexaceae","Chloroflexales","Chloroflexia","Chloroflexota","Bacteria","cellular organisms"
"2553","Pyrobaculum arsenaticum","Pyrobaculum","Thermoproteaceae","Thermoproteales","Thermoprotei","Thermoproteota","Archaea","cellular organisms"
"2554","Pseudarthrobacter sulfonivorans","Pseudarthrobacter","Micrococcaceae","Micrococcales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"2555","Sphingobium xenophagum","Sphingobium","Sphingomonadaceae","Sphingomonadales","Alphaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2556","Pannonibacter phragmitetus","Pannonibacter","Stappiaceae","Hyphomicrobiales","Alphaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2557","Possum atadenovirus A","Atadenovirus","Adenoviridae","Rowavirales","Tectiliviricetes","Preplasmiviricota","Viruses","0"
"2558","Natrinema thermotolerans","Natrinema","Natrialbaceae","Halobacteriales","Halobacteria","Euryarchaeota","Archaea","cellular organisms"
"2559","Pseudomonas psychrophila","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2560","Actinoplanes ianthinogenes","Actinoplanes","Micromonosporaceae","Micromonosporales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"2561","Thermococcus sp. P6","unclassified Thermococcus","Thermococcus","Thermococcaceae","Thermococcales","Thermococci","Euryarchaeota","Archaea"
"2562","Arthrobacter keyseri","Arthrobacter","Micrococcaceae","Micrococcales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"2563","Tomato yellow leaf curl Sardinia virus","Begomovirus","Geminiviridae","Geplafuvirales","Repensiviricetes","Cressdnaviricota","Viruses","0"
"2564","Frederiksenia canicola","Frederiksenia","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2565","Helicobacter canadensis","Helicobacter","Helicobacteraceae","Campylobacterales","Epsilonproteobacteria","Campylobacterota","Bacteria","cellular organisms"
"2566","Bordetella trematum","Bordetella","Alcaligenaceae","Burkholderiales","Betaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2567","Providencia alcalifaciens","Providencia","Morganellaceae","Enterobacterales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2568","Mycolicibacterium doricum","Mycolicibacterium","Mycobacteriaceae","Mycobacteriales","Actinomycetes","Actinomycetota","Bacteria","cellular organisms"
"2569","Methanofollis aquaemaris","Methanofollis","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Euryarchaeota","Archaea","cellular organisms"
"2570","Thermotoga sp. RQ7","unclassified Thermotoga","Thermotoga","Thermotogaceae","Thermotogales","Thermotogae","Thermotogota","Bacteria"
"2571","Thermotoga sp. RQ2","unclassified Thermotoga","Thermotoga","Thermotogaceae","Thermotogales","Thermotogae","Thermotogota","Bacteria"
"2572","Groundnut rosette virus satellite RNA","0","0","0","0","0","Viruses","0"
"2573","Villovirus Vf33","Villovirus","Inoviridae","Tubulavirales","Faserviricetes","Hofneiviricota","Viruses","0"
"2574","Paenibacillus brasilensis","Paenibacillus","Paenibacillaceae","Bacillales","Bacilli","Bacillota","Bacteria","cellular organisms"
"2575","Stenotrophomonas acidaminiphila","Stenotrophomonas","Lysobacteraceae","Lysobacterales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2576","Pseudoxanthomonas mexicana","Pseudoxanthomonas","Lysobacteraceae","Lysobacterales","Gammaproteobacteria","Pseudomonadota","Bacteria","cellular organisms"
"2577","Chinese yam necrotic mosaic virus","Macluravirus","Potyviridae","Patatavirales","Stelpaviricetes","Pisuviricota","Viruses","0"
"2578","Tomato curly stunt virus","Begomovirus","Geminiviridae","Geplafuvirales","Repensiviricetes","Cressdnaviricota","Viruses","0"
"2579","Aerococcus urinaehominis","Aerococcus","Aerococcaceae","Lactobacillales","Bacilli","Bacillota","Bacteria","cellular organisms"
