"name"	"taxRank"	"taxID"	"Max"	"C004_R.82_ORC.cladeReads"	"C001_FD2_ARM.cladeReads"	"C001_FD2_ORC.cladeReads"	"C001_FD3_ORC.cladeReads"	"C001_L.3_ORC.cladeReads"	"C001_L.44_ORC.cladeReads"	"C001_L.92_ORC.cladeReads"	"C001_R.1_ORC.cladeReads"	"C001_R.45_ORC.cladeReads"	"C001_R.82_ORC.cladeReads"	"C002_FD2_ORC.cladeReads"	"C002_FD3_ORC.cladeReads"	"C002_L.3_ORC.cladeReads"	"C002_L.44_ORC.cladeReads"	"C002_L.92_ORC.cladeReads"	"C002_R.1_ORC.cladeReads"	"C002_R.45_ORC.cladeReads"	"C002_R.82_ORC.cladeReads"	"C003_FD2_ORC.cladeReads"	"C003_FD3_ORC.cladeReads"	"C003_L.3_ORC.cladeReads"	"C003_L.44_ORC.cladeReads"	"C003_L.92_ORC.cladeReads"	"C003_R.1_ORC.cladeReads"	"C003_R.45_ORC.cladeReads"	"C003_R.82_ORC.cladeReads"	"C004_FD2_ORC.cladeReads"	"C004_FD3_ORC.cladeReads"	"C004_L.3_ORC.cladeReads"	"C004_L.44_ORC.cladeReads"	"C004_L.92_ORC.cladeReads"	"C004_R.1_ORC.cladeReads"	"C004_R.45_ORC.cladeReads"	"lineage"
"Pseudomonas cavernae"	"S"	2320867	18	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas xantholysinigenes"	"S"	2745490	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas seleniipraecipitans"	"S"	640205	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas kurunegalensis"	"S"	485880	8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	2	4	7	NA	NA	NA	NA	7	NA	NA	8	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas campi"	"S"	2731681	19	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	6	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas marincola"	"S"	437900	7	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	7	4	NA	1	NA	1	NA	3	1	NA	NA	3	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas graminis"	"S"	158627	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas kielensis"	"S"	2762577	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas bubulae"	"S"	2316085	9	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	6	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas glycinae"	"S"	1785145	20	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas vanderleydeniana"	"S"	2745495	23	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas tensinigenes"	"S"	2745511	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Stutzerimonas"	"G"	2901164	172480	7159	172485	170	729	371	1259	134	1558	209	137	185	77	350	127	104	204	141	106	780	13841	351	1014	207	2116	454	1133	189	1295	157	227	673	253	90	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Stutzerimonas stutzeri group"	"-"	136846	159260	6714	159258	168	713	340	1141	134	1475	206	117	151	77	336	124	104	195	140	88	748	13078	334	908	204	2022	386	934	181	1214	153	214	634	228	89	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Stutzerimonas"
"Stutzerimonas stutzeri subgroup"	"-"	578833	137590	5654	137594	162	668	289	865	131	1398	190	96	123	63	286	110	101	166	122	81	619	11090	313	757	196	1779	335	776	172	1017	148	208	545	179	89	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Stutzerimonas>Stutzerimonas&nbsp;stutzeri&nbsp;group"
"Stutzerimonas stutzeri"	"S"	316	136890	4956	136892	161	620	268	865	129	1365	190	94	115	61	285	109	100	159	117	71	579	10909	312	713	196	1610	322	740	172	1002	148	208	536	173	88	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Stutzerimonas>Stutzerimonas&nbsp;stutzeri&nbsp;group>Stutzerimonas&nbsp;stutzeri&nbsp;subgroup"
"Stutzerimonas stutzeri DSM 4166"	"-"	996285	12280	171	12280	4	28	13	1	4	26	NA	NA	NA	1	1	NA	NA	2	NA	NA	NA	76	NA	NA	NA	144	NA	33	NA	NA	NA	8	7	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Stutzerimonas>Stutzerimonas&nbsp;stutzeri&nbsp;group>Stutzerimonas&nbsp;stutzeri&nbsp;subgroup>Stutzerimonas&nbsp;stutzeri"
"Stutzerimonas stutzeri CCUG 29243"	"-"	1196835	130	130	32	NA	NA	NA	13	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA	11	23	NA	NA	NA	NA	6	NA	NA	24	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Stutzerimonas>Stutzerimonas&nbsp;stutzeri&nbsp;group>Stutzerimonas&nbsp;stutzeri&nbsp;subgroup>Stutzerimonas&nbsp;stutzeri"
"Stutzerimonas stutzeri RCH2"	"-"	644801	23	3	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	5	23	13	NA	NA	NA	NA	17	NA	1	NA	NA	4	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Stutzerimonas>Stutzerimonas&nbsp;stutzeri&nbsp;group>Stutzerimonas&nbsp;stutzeri&nbsp;subgroup>Stutzerimonas&nbsp;stutzeri"
"Stutzerimonas kunmingensis"	"S"	1211807	132	132	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3	NA	2	28	NA	NA	NA	14	8	NA	NA	1	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Stutzerimonas>Stutzerimonas&nbsp;stutzeri&nbsp;group>Stutzerimonas&nbsp;stutzeri&nbsp;subgroup"
"Stutzerimonas chloritidismutans"	"S"	203192	85	53	NA	NA	35	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	85	4	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Stutzerimonas>Stutzerimonas&nbsp;stutzeri&nbsp;group>Stutzerimonas&nbsp;stutzeri&nbsp;subgroup"
"Stutzerimonas frequens"	"S"	2968969	2262	97	2262	2	13	5	19	NA	12	3	NA	NA	1	6	NA	NA	NA	1	NA	13	172	5	61	NA	24	NA	10	NA	12	NA	NA	9	9	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Stutzerimonas>Stutzerimonas&nbsp;stutzeri&nbsp;group"
"Stutzerimonas balearica"	"S"	74829	484	35	484	1	NA	6	38	NA	NA	1	5	6	12	NA	NA	NA	4	1	1	13	57	15	1	NA	53	NA	28	6	NA	2	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Stutzerimonas>Stutzerimonas&nbsp;stutzeri&nbsp;group"
"Stutzerimonas balearica DSM 6083"	"-"	1123016	49	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	10	NA	NA	49	NA	NA	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Stutzerimonas>Stutzerimonas&nbsp;stutzeri&nbsp;group>Stutzerimonas&nbsp;balearica"
"Stutzerimonas zhaodongensis"	"S"	1176257	731	21	731	2	NA	7	7	NA	80	NA	11	8	NA	NA	1	NA	3	NA	10	7	10	17	64	3	27	30	98	2	NA	3	2	NA	9	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Stutzerimonas"
"unclassified Stutzerimonas><wbr>Stutzerimonas sp. R40042"	"S"	2998559	742	14	742	NA	NA	1	NA	NA	NA	NA	NA	8	NA	NA	2	NA	NA	NA	NA	1	15	NA	23	NA	NA	NA	7	NA	4	1	3	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Stutzerimonas>unclassified&nbsp;Stutzerimonas"
"Halopseudomonas"	"G"	2901189	338	21	338	2	13	NA	34	NA	11	NA	1	NA	NA	9	1	2	1	NA	1	52	107	13	33	NA	127	NA	5	NA	NA	4	NA	4	10	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Halopseudomonas pertucinogena group><wbr>Halopseudomonas aestusnigri"	"S"	857252	31	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	31	NA	5	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Halopseudomonas>Halopseudomonas&nbsp;pertucinogena&nbsp;group"
"Halopseudomonas pertucinogena group><wbr>Pseudomonas denitrificans (nom. rej.)"	"S"	43306	13	3	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	5	NA	2	NA	NA	NA	NA	4	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Halopseudomonas>Halopseudomonas&nbsp;pertucinogena&nbsp;group"
"Halopseudomonas pelagia"	"S"	553151	5	5	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Halopseudomonas"
"Halopseudomonas litoralis"	"S"	797277	186	5	186	NA	NA	NA	11	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Halopseudomonas"
"Halopseudomonas salegens"	"S"	1434072	19	3	2	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Halopseudomonas"
"Azotobacter group><wbr>Azotobacter"	"G"	352	253	12	253	1	NA	NA	9	1	1	NA	3	4	3	4	2	NA	4	4	2	4	22	3	22	2	1	2	32	NA	13	NA	1	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Azotobacter&nbsp;group"
"Azotobacter chroococcum"	"S"	353	15	9	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	4	2	NA	4	4	1	4	10	2	NA	NA	NA	NA	15	NA	13	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Azotobacter&nbsp;group>Azotobacter"
"Azotobacter chroococcum NCIMB 8003"	"-"	1328314	9	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Azotobacter&nbsp;group>Azotobacter>Azotobacter&nbsp;chroococcum"
"Thiopseudomonas><wbr>Thiopseudomonas alkaliphila"	"S"	1697053	37	7	26	NA	1	10	37	NA	4	1	NA	1	1	3	2	NA	NA	NA	3	2	2	NA	NA	1	6	5	NA	1	1	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Thiopseudomonas"
"Marinobacteraceae><wbr>Marinobacter"	"G"	2742	33250	881	33250	78	1300	808	2360	89	4089	77	551	668	106	245	72	50	83	107	216	611	163	872	2864	70	4964	700	4169	155	539	80	325	71	800	4	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae"
"Marinobacter nauticus"	"S"	2743	2240	586	365	34	511	490	1695	25	2016	30	278	380	51	138	32	27	37	46	97	302	68	500	928	21	2098	364	2240	72	336	32	141	28	389	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter"
"Marinobacter nauticus ATCC 49840"	"-"	1163748	836	219	73	8	155	126	836	9	690	13	79	111	16	64	9	15	15	19	31	108	17	196	224	6	680	116	603	26	93	10	34	11	97	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter>Marinobacter&nbsp;nauticus"
"Marinobacter nauticus VT8"	"-"	351348	818	143	292	15	234	164	396	6	760	11	99	128	16	25	15	7	6	10	25	84	23	133	331	6	676	112	818	28	143	15	28	10	179	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter>Marinobacter&nbsp;nauticus"
"unclassified Marinobacter"	"-"	83889	12328	93	12328	17	261	125	177	25	765	18	131	71	18	47	20	5	10	18	56	103	25	168	562	4	1063	143	788	24	47	25	78	17	166	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter"
"Marinobacter sp. CP1"	"S"	1671721	3548	21	3548	3	47	23	112	8	72	6	18	29	5	10	2	1	7	3	20	10	5	18	270	1	293	32	214	5	10	4	35	7	70	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter>unclassified&nbsp;Marinobacter"
"Marinobacter sp. CuT6"	"S"	2961995	122	12	NA	NA	18	3	NA	NA	122	NA	1	NA	1	3	1	NA	NA	NA	NA	1	2	3	NA	NA	33	NA	31	NA	NA	2	6	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter>unclassified&nbsp;Marinobacter"
"Marinobacter sp. AN1"	"S"	2886046	88	12	NA	3	NA	NA	21	NA	53	1	9	6	NA	6	4	2	NA	NA	2	6	7	7	19	NA	88	5	41	NA	NA	4	NA	NA	13	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter>unclassified&nbsp;Marinobacter"
"Marinobacter sp. LV10R510-11A"	"S"	1415568	10	7	3	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	2	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter>unclassified&nbsp;Marinobacter"
"Marinobacter sp. LQ44"	"S"	1749259	539	7	539	NA	44	18	NA	NA	79	NA	21	8	2	2	1	NA	1	4	1	13	2	16	1	1	39	16	19	7	NA	NA	NA	2	10	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter>unclassified&nbsp;Marinobacter"
"Marinobacter sp. P4B1"	"S"	1119533	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter>unclassified&nbsp;Marinobacter"
"Marinobacter sp. SBY-1"	"S"	3141582	204	2	204	1	NA	NA	NA	NA	37	NA	3	NA	NA	NA	2	NA	NA	1	3	3	NA	NA	NA	NA	30	9	9	2	1	4	5	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter>unclassified&nbsp;Marinobacter"
"Marinobacter sp. es.042"	"S"	1761794	2795	2	2795	1	35	20	18	3	72	3	19	12	3	2	2	NA	1	NA	5	12	4	43	63	1	156	22	92	1	1	5	7	1	3	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter>unclassified&nbsp;Marinobacter"
"Marinobacter sp. JH2"	"S"	2547598	47	2	1	NA	NA	6	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	47	1	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter>unclassified&nbsp;Marinobacter"
"Marinobacter sp. LA51"	"S"	3035454	24	1	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	5	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter>unclassified&nbsp;Marinobacter"
"Marinobacter salsuginis"	"S"	418719	6196	33	6196	11	163	18	118	16	370	7	35	40	12	35	7	7	12	16	15	38	35	76	418	27	299	48	171	21	35	3	36	12	59	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter"
"Marinobacter shengliensis"	"S"	1389223	118	18	118	NA	NA	NA	18	1	30	NA	1	9	NA	2	NA	NA	NA	1	2	NA	NA	NA	NA	NA	59	NA	38	3	NA	NA	NA	NA	14	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter"
"Marinobacter alexandrii"	"S"	2570351	23	7	NA	1	NA	NA	NA	NA	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	4	21	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter"
"Marinobacter adhaerens"	"S"	1033846	1714	6	1714	4	2	NA	37	NA	83	2	10	6	1	NA	NA	NA	4	2	1	7	NA	10	92	NA	129	4	47	NA	2	1	1	NA	10	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter"
"Marinobacter salarius"	"S"	1420917	1089	3	1089	NA	48	11	48	4	13	2	16	4	NA	NA	NA	NA	NA	NA	1	7	16	NA	49	NA	152	7	71	NA	8	2	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter"
"Marinobacter salinus"	"S"	1874317	251	1	251	1	5	9	NA	NA	10	NA	NA	9	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	22	NA	NA	4	NA	NA	31	NA	NA	NA	9	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter"
"Marinobacter salinisoli"	"S"	2769486	43	1	NA	NA	43	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	21	2	NA	NA	NA	NA	NA	NA	11	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Marinobacteraceae>Marinobacter"
"Cardiobacteriales"	"O"	135615	890770	37612	1854	15926	93325	8573	17912	5808	20086	1392	10637	58248	54123	31876	98402	NA	890766	18783	34878	7248	13763	5471	9827	4743	43086	157542	40700	3575	14492	5626	14741	17139	31336	15186	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria"
"Cardiobacteriaceae"	"F"	868	890760	37603	1852	15923	93315	8566	17912	5806	20083	1389	10636	58246	54123	31874	98402	NA	890759	18783	34875	7240	13755	5470	9823	4737	43083	157538	40678	3574	14485	5621	14731	17137	31325	15186	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cardiobacteriales"
"Cardiobacterium"	"G"	2717	816670	34587	1223	14507	86750	7916	16553	5273	18522	1270	9722	53123	49254	29417	91016	NA	816671	16969	31765	6653	12412	4973	8884	4358	38848	145376	36176	3198	13182	5099	13596	15391	28702	13595	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae"
"Cardiobacterium hominis"	"S"	2718	685440	17755	863	11892	74616	5223	12637	4139	13848	871	6403	43481	40267	25753	75797	NA	685437	10263	22263	5833	10652	4228	7909	3647	29421	99042	25474	2037	9586	3333	6462	10219	22550	6844	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae>Cardiobacterium"
"unclassified Cardiobacterium><wbr>Cardiobacterium sp. Marseille-Q4385"	"S"	2866573	33841	11147	NA	626	2648	1472	1753	295	2151	171	1816	3117	2668	644	4418	NA	33841	4431	5600	181	230	204	45	204	5176	29831	6685	676	1810	844	5356	2822	2243	4553	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae>Cardiobacterium>unclassified&nbsp;Cardiobacterium"
"Ignatzschineriaceae"	"F"	3018589	22	8	2	1	9	7	NA	1	2	3	1	1	NA	2	NA	NA	NA	NA	3	8	8	1	2	6	2	2	22	1	7	5	10	2	5	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cardiobacteriales"
"Ignatzschineria"	"G"	112008	19	7	NA	NA	NA	7	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	19	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cardiobacteriales>Ignatzschineriaceae"
"Ignatzschineria rhizosphaerae"	"S"	2923279	14	5	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	14	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cardiobacteriales>Ignatzschineriaceae>Ignatzschineria"
"Ignatzschineria larvae><wbr>Ignatzschineria larvae DSM 13226"	"-"	1111732	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cardiobacteriales>Ignatzschineriaceae>Ignatzschineria>Ignatzschineria&nbsp;larvae"
"Wohlfahrtiimonas><wbr>Wohlfahrtiimonas chitiniclastica"	"S"	400946	9	1	NA	1	9	NA	NA	1	1	3	1	1	NA	2	NA	NA	NA	NA	3	8	8	1	2	6	2	NA	3	1	7	5	1	2	5	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Cardiobacteriales>Ignatzschineriaceae>Wohlfahrtiimonas"
