"name"	"taxRank"	"taxID"	"Max"	"C001_FD2_TZO.cladeReads"	"C001_FD3_TZO.cladeReads"	"C001_L.3_TZO.cladeReads"	"C001_L.44_TZO.cladeReads"	"C001_L.92_TZO.cladeReads"	"C001_R.1_TZO.cladeReads"	"C001_R.45_TZO.cladeReads"	"C001_R.82_TZO.cladeReads"	"C002_FD2_TZO.cladeReads"	"C002_FD3_TZO.cladeReads"	"C002_L.3_TZO.cladeReads"	"C002_L.44_TZO.cladeReads"	"C002_L.44.cladeReads"	"C002_L.92_TZO.cladeReads"	"C002_L.92.cladeReads"	"C002_R.1_TZO.cladeReads"	"C002_R.45_TZO.cladeReads"	"C002_R.45.cladeReads"	"C002_R.82_TZO.cladeReads"	"C002_R.82.cladeReads"	"C003_FD2_TZO.cladeReads"	"C003_FD3_TZO.cladeReads"	"C003_L.3_TZO.cladeReads"	"C003_L.44_TZO.cladeReads"	"C003_L.92_TZO.cladeReads"	"C003_R.1_TZO.cladeReads"	"C003_R.45_TZO.cladeReads"	"C003_R.82_TZO.cladeReads"	"C004_FD2_TZO.cladeReads"	"C004_FD3_TZO.cladeReads"	"C004_L.3_TZO.cladeReads"	"C004_L.44_TZO.cladeReads"	"C004_L.44.cladeReads"	"C004_L.92_TZO.cladeReads"	"C004_L.92.cladeReads"	"C004_R.1_TZO.cladeReads"	"C004_R.45_TZO.cladeReads"	"C004_R.45.cladeReads"	"C004_R.82_TZO.cladeReads"	"C004_R.82.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C001_FD2_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C001_FD3_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C001_L.3_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C001_L.44_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C001_L.92_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C001_R.1_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C001_R.45_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C001_R.82_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C002_FD2_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C002_FD3_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C002_L.3_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C002_L.44_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C002_L.92_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C002_R.1_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C002_R.45_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C002_R.82_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C003_FD2_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C003_FD3_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C003_L.3_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C003_L.44_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C003_L.92_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C003_R.1_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C003_R.45_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C003_R.82_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C004_FD2_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C004_FD3_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C004_L.3_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C004_L.44_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C004_L.92_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C004_R.1_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C004_R.45_ORC.cladeReads"	"GLDS.564_metagenomics_metaG_I4_C004_R.82_ORC.cladeReads"	"lineage"
"Pararhizobium sp. IMCC3301"	"S"	3067904	5	1	1	NA	NA	NA	NA	NA	NA	NA	3	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Pararhizobium>unclassified&nbsp;Pararhizobium"
"Pararhizobium qamdonense"	"S"	3031126	4	1	2	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	1	NA	4	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Pararhizobium"
"Pseudorhizobium banfieldiae"	"S"	1125847	7	1	6	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Pseudorhizobium"
"Sinorhizobium meliloti"	"S"	382	322	10	8	7	NA	5	4	4	4	NA	20	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	5	7	NA	1	1	1	NA	2	23	32	30	38	NA	322	2	12	1	4	NA	NA	2	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Sinorhizobium fredii"	"S"	380	131	4	1	3	NA	NA	NA	NA	NA	NA	4	131	1	NA	NA	NA	NA	1	NA	NA	NA	1	NA	5	NA	NA	NA	1	NA	3	NA	3	1	NA	21	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium>Sinorhizobium&nbsp;fredii&nbsp;group"
"Sinorhizobium sp. CCBAU 05631"	"S"	794846	2	2	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium>unclassified&nbsp;Sinorhizobium"
"Sinorhizobium medicae"	"S"	110321	4	1	2	NA	NA	NA	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	1	2	1	NA	NA	NA	NA	2	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Sinorhizobium americanum"	"S"	194963	173	1	NA	NA	NA	NA	NA	NA	NA	NA	3	173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Sinorhizobium mexicanum"	"S"	375549	6	1	1	NA	NA	2	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	6	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Ensifer adhaerens"	"S"	106592	62	5	19	2	1	3	2	21	NA	NA	36	1	NA	NA	1	NA	1	NA	NA	NA	NA	2	9	2	1	2	1	3	NA	13	24	5	9	NA	62	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Ensifer"
"Ensifer sp. PDNC004"	"S"	2811423	78	2	2	2	4	2	1	8	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5	25	NA	1	NA	NA	NA	NA	11	1	5	NA	78	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Ensifer>unclassified&nbsp;Ensifer"
"Shinella sp. XGS7"	"S"	2877941	1355	6	13	183	1	87	8	5	NA	3	12	10	NA	NA	33	NA	NA	3	NA	1	NA	3	2	22	NA	66	3	NA	NA	9	14	12	6	NA	1355	NA	1	NA	NA	NA	NA	NA	1	8	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Shinella>unclassified&nbsp;Shinella"
"Shinella sp. HZN7"	"S"	879274	14	4	10	4	1	1	NA	1	NA	1	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	4	NA	NA	NA	NA	NA	9	11	NA	2	NA	14	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Shinella>unclassified&nbsp;Shinella"
"Shinella sp. PSBB067"	"S"	2715959	4	2	1	1	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	1	NA	NA	NA	NA	2	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Shinella>unclassified&nbsp;Shinella"
"Shinella zoogloeoides"	"S"	352475	23	3	10	6	2	3	3	6	NA	1	23	4	NA	NA	NA	1	NA	1	NA	NA	NA	3	7	12	NA	3	1	NA	NA	18	15	7	7	2	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Shinella"
"Hoeflea sp. IMCC20628"	"S"	1620421	15	3	NA	NA	NA	NA	NA	NA	NA	NA	8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	3	NA	NA	NA	15	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Hoeflea>unclassified&nbsp;Hoeflea"
"Georhizobium profundi"	"S"	2341112	21	1	4	NA	NA	NA	1	NA	NA	1	7	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	2	1	2	NA	NA	21	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Georhizobium"
"Methylobacterium sp. FF17"	"S"	2984843	222	6	7	10	1	4	8	21	2	3	8	22	NA	NA	2	NA	1	NA	NA	NA	NA	4	NA	20	7	4	1	4	2	2	7	23	14	1	222	NA	1	15	1	NA	2	NA	NA	NA	1	1	NA	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium>unclassified&nbsp;Methylobacterium"
"Methylobacterium sp. NMS14P"	"S"	2894310	97	3	11	6	2	NA	NA	7	NA	NA	22	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	16	1	NA	NA	NA	NA	12	18	10	6	NA	97	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium>unclassified&nbsp;Methylobacterium"
"Methylobacterium sp. C1"	"S"	1479019	33	2	2	7	NA	NA	2	2	1	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	11	2	1	NA	NA	NA	NA	5	5	2	NA	33	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium>unclassified&nbsp;Methylobacterium"
"Methylobacterium sp. WL1"	"S"	2603276	464	2	4	12	2	1	2	46	1	NA	4	5	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	3	NA	5	3	17	12	NA	464	NA	NA	79	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium>unclassified&nbsp;Methylobacterium"
"Methylobacterium sp. 391_Methyba4"	"S"	3038924	63	2	3	2	4	2	NA	10	5	NA	3	6	NA	NA	1	NA	NA	1	NA	NA	NA	1	NA	9	5	NA	NA	NA	NA	2	1	6	5	NA	63	NA	1	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium>unclassified&nbsp;Methylobacterium"
"Methylobacterium sp. 17Sr1-1"	"S"	2202826	20	1	3	20	NA	6	1	16	NA	5	5	2	NA	NA	1	NA	NA	NA	NA	NA	NA	1	2	16	NA	NA	NA	NA	1	5	10	17	3	NA	19	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium>unclassified&nbsp;Methylobacterium"
"Methylobacterium sp. SyP6R"	"S"	2718876	6	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium>unclassified&nbsp;Methylobacterium"
"Methylobacterium radiodurans"	"S"	2202828	81	13	12	6	2	3	1	18	2	NA	19	4	NA	NA	NA	NA	NA	NA	NA	2	NA	2	1	20	2	1	1	1	NA	5	14	30	16	NA	81	NA	2	11	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium tardum"	"S"	374432	296	9	7	71	5	2	2	16	4	1	9	8	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	126	NA	1	1	3	2	2	14	30	58	NA	296	NA	2	26	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium brachiatum"	"S"	269660	1127	5	7	8	3	10	10	1127	9	NA	16	5	NA	1	3	NA	2	NA	NA	NA	NA	NA	1	20	2	1	4	13	1	15	10	52	13	1	634	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	1	13	1	NA	2	NA	NA	1	NA	6	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium nodulans"	"S"	114616	17	4	4	5	NA	1	1	4	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	6	NA	NA	1	1	1	6	4	8	4	NA	17	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium aquaticum"	"S"	270351	74	4	24	21	7	4	8	33	6	5	11	6	NA	NA	1	NA	2	3	NA	NA	NA	4	2	54	10	NA	NA	NA	2	8	24	16	6	1	74	NA	4	4	1	NA	NA	2	1	NA	NA	5	NA	NA	NA	2	NA	NA	1	1	NA	NA	NA	NA	2	NA	4	1	NA	NA	NA	2	NA	3	1	2	2	NA	8	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium oryzae"	"S"	334852	153	4	6	31	4	1	6	24	4	NA	29	8	NA	NA	NA	NA	NA	NA	NA	NA	2	1	3	32	15	NA	2	4	NA	4	3	21	11	NA	153	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium bullatum"	"S"	570505	154	4	11	6	NA	18	1	9	3	5	11	3	NA	NA	NA	NA	1	8	NA	NA	NA	NA	2	6	4	1	NA	3	NA	18	14	94	7	NA	154	NA	NA	14	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	1	NA	NA	5	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium organophilum"	"S"	410	53	3	4	6	NA	1	2	3	1	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	5	5	1	NA	NA	NA	13	7	5	13	NA	53	NA	NA	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	6	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium durans"	"S"	2202825	66	3	3	16	NA	3	NA	4	1	NA	3	4	NA	7	NA	3	NA	NA	4	NA	2	NA	1	6	2	NA	1	1	NA	5	5	11	3	14	66	5	NA	6	20	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium fujisawaense"	"S"	107400	383	2	NA	6	6	9	1	15	9	2	3	10	NA	NA	NA	NA	NA	2	NA	NA	NA	2	NA	18	2	2	NA	1	NA	3	NA	3	10	NA	383	NA	2	2	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1	NA	NA	NA	3	NA	NA	NA	NA	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium currus"	"S"	2051553	716	2	8	20	1	40	4	41	NA	4	8	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	10	NA	2	NA	NA	NA	6	17	21	1	NA	157	3	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	716	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium terrae"	"S"	2202827	31	2	16	10	NA	NA	2	31	NA	NA	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	4	NA	NA	NA	NA	NA	10	14	17	NA	NA	20	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium mesophilicum"	"S"	39956	1000	2	4	28	1	3	9	15	NA	NA	2	5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	3	19	2	2	NA	7	NA	NA	8	12	17	NA	1000	NA	3	8	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium radiotolerans"	"S"	31998	94	2	23	22	8	17	7	16	4	10	2	10	NA	NA	2	NA	NA	2	NA	NA	NA	5	NA	78	13	1	NA	NA	NA	6	26	28	18	NA	94	NA	NA	11	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	2	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	8	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylobacterium"
"Methylorubrum extorquens"	"S"	408	244	15	14	13	9	7	2	70	8	2	28	5	NA	NA	6	1	1	NA	NA	2	3	9	9	24	12	17	NA	5	2	37	17	27	14	NA	244	NA	NA	4	NA	4	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	5	NA	NA	NA	1	NA	NA	1	5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylobacteriaceae>Methylorubrum"
